Time,Roll,Pitch,Data,Yaw,x,y,z,roll,pitch,yaw
"2.533 sec",-0.0158445,-0.1449753,1.946395,0.1096551,2.13568735122681,2.72174429893494,-7.55228281021118,0.8946454,-0.05951471,0.001486098
"2.534 sec",-0.01592185,-0.1455386,1.938894,0.1094338,2.13690686225891,2.72348070144653,-7.55251359939575,0.8947561,-0.06224286,0.0008547793
"2.535 sec",-0.01599447,-0.1460575,1.932033,0.1092129,2.13812661170959,2.72521758079529,-7.55274391174316,0.8948665,-0.06493709,0.0002388505
"2.536 sec",-0.01606393,-0.1465468,1.925607,0.1089926,2.13934683799744,2.7269549369812,-7.55297422409058,0.8949767,-0.06759424,-0.000361642
"2.537 sec",-0.01612895,-0.1469946,1.919762,0.1087728,2.14056754112244,2.72869277000427,-7.55320405960083,0.8950866,-0.07021146,-0.0009466932
"2.538 sec",-0.01619264,-0.1474297,1.914116,0.1085534,2.14178848266602,2.73043131828308,-7.55343437194824,0.8951963,-0.07278627,-0.001516336
"2.539 sec",-0.01625067,-0.1478124,1.909175,0.1083345,2.14301013946533,2.73217010498047,-7.55366373062134,0.8953057,-0.07531647,-0.002070637
"2.54 sec",-0.01630618,-0.1481717,1.904557,0.1081163,2.14423203468323,2.73390960693359,-7.55389308929443,0.8954148,-0.07780018,-0.002609697
"2.541 sec",-0.01635936,-0.1485093,1.900239,0.1078984,2.14545440673828,2.73564982414246,-7.55412244796753,0.8955238,-0.08023572,-0.003133637
"2.542 sec",-0.0164073,-0.1487987,1.896549,0.107681,2.14667749404907,2.7373902797699,-7.55435085296631,0.8956324,-0.0826217,-0.003642608
"2.543 sec",-0.01645323,-0.1490695,1.893108,0.1074642,2.14790081977844,2.73913168907166,-7.55457925796509,0.8957409,-0.08495693,-0.004136778
"2.544 sec",-0.01649731,-0.1493233,1.889892,0.1072479,2.14912486076355,2.74087333679199,-7.55480766296387,0.895849,-0.08724038,-0.004616333
"2.545 sec",-0.0165366,-0.1495332,1.887239,0.1070321,2.15034937858582,2.74261593818665,-7.55503511428833,0.8959569,-0.0894713,-0.005081478
"2.546 sec",-0.01657433,-0.149729,1.884768,0.1068168,2.15157461166382,2.74435901641846,-7.55526256561279,0.8960646,-0.09164902,-0.005532433
"2.547 sec",-0.01660761,-0.1498841,1.88281,0.1066018,2.15280032157898,2.74610280990601,-7.55548906326294,0.896172,-0.09377307,-0.005969427
"2.548 sec",-0.01663968,-0.1500283,1.880993,0.1063875,2.15402674674988,2.74784708023071,-7.55571556091309,0.8962792,-0.09584311,-0.006392698
"2.549 sec",-0.01666914,-0.1501488,1.879473,0.1061736,2.15525364875793,2.74959206581116,-7.55594158172607,0.8963861,-0.09785891,-0.006802497
"2.55 sec",-0.01669609,-0.1502468,1.878236,0.1059601,2.15648102760315,2.75133776664734,-7.5561671257019,0.8964929,-0.09982041,-0.007199079
"2.551 sec",-0.01672069,-0.1503235,1.877262,0.1057472,2.15770936012268,2.75308418273926,-7.55639219284058,0.8965994,-0.1017276,-0.007582709
"2.552 sec",-0.01674306,-0.1503803,1.876538,0.1055348,2.15893816947937,2.75483131408691,-7.55661678314209,0.8967056,-0.1035807,-0.007953654
"2.553 sec",-0.0167631,-0.1504161,1.876072,0.1053228,2.16016745567322,2.75657916069031,-7.55684089660645,0.8968115,-0.1053799,-0.008312188
"2.554 sec",-0.01678162,-0.1504385,1.875774,0.1051112,2.16139769554138,2.75832772254944,-7.55706453323364,0.8969173,-0.1071254,-0.008658585
"2.555 sec",-0.01679819,-0.1504435,1.87569,0.1049002,2.16262865066528,2.76007699966431,-7.55728769302368,0.8970228,-0.1088178,-0.008993122
"2.556 sec",0.0005315038,-0.1367152,1.871831,0.1046896,2.16386008262634,2.76182699203491,-7.55751037597656,0.8971282,-0.1104574,-0.009316078
"2.557 sec",0.03985064,-0.1055682,1.866625,0.1044794,2.16509246826172,2.76357769966125,-7.55773258209229,0.8972332,-0.1120224,-0.009599344
"2.558 sec",0.07871495,-0.07463921,1.86651,0.10427,2.16632533073425,2.76532936096191,-7.55795431137085,0.897338,-0.1134433,-0.009754716
"2.559 sec",0.116906,-0.04399761,1.871142,0.1040611,2.1675591468811,2.76708149909973,-7.55817556381226,0.8974424,-0.1146318,-0.009670219
"2.56 sec",0.1501327,-0.01703708,1.879169,0.103853,2.16879367828369,2.76883459091187,-7.55839586257935,0.8975465,-0.1155109,-0.009248787
"2.561 sec",0.1500618,-0.01704481,1.880027,0.1036454,2.17002868652344,2.77058863639832,-7.55861616134644,0.8976502,-0.1160195,-0.008414314
"2.562 sec",0.1499749,-0.01705065,1.881086,0.1034383,2.1712646484375,2.77234315872192,-7.55883550643921,0.8977538,-0.1161543,-0.007162746
"2.563 sec",0.1498939,-0.01705714,1.882073,0.1032311,2.1725013256073,2.77409863471985,-7.55905485153198,0.8978574,-0.1159562,-0.005544293
"2.564 sec",0.1498061,-0.01706285,1.883146,0.1030238,2.17373871803284,2.77585506439209,-7.5592737197876,0.8979611,-0.1154625,-0.003604855
"2.565 sec",0.1496977,-0.01706617,1.884478,0.1028161,2.17497682571411,2.77761220932007,-7.5594916343689,0.8980649,-0.1147075,-0.001386326
"2.566 sec",0.149598,-0.01707051,1.885702,0.1026082,2.17621564865112,2.77937006950378,-7.5597095489502,0.8981689,-0.1137222,0.001073068
"2.567 sec",0.149493,-0.01707424,1.886994,0.1023998,2.17745494842529,2.78112888336182,-7.55992698669434,0.8982731,-0.1125354,0.003738513
"2.568 sec",0.1493698,-0.01707585,1.888517,0.1021912,2.17869520187378,2.78288865089417,-7.56014347076416,0.8983774,-0.1111729,0.006578377
"2.569 sec",0.114976,0.02671875,1.881721,0.1019824,2.17993569374084,2.78464913368225,-7.56035995483398,0.8984818,-0.1096587,0.009563915
"2.57 sec",0.07205516,0.08055305,1.881325,0.1017731,2.18117690086365,2.78641033172607,-7.56057596206665,0.8985864,-0.1079425,0.01261296
"2.571 sec",0.0296757,0.1331326,1.889822,0.1015636,2.18241882324219,2.78817272186279,-7.56079149246216,0.8986912,-0.1058951,0.0155843
"2.572 sec",0.01688795,0.1488506,1.895234,0.1013536,2.18366098403931,2.78993582725525,-7.56100654602051,0.8987961,-0.1033887,0.01833997
"2.573 sec",0.01689121,0.1487395,1.896617,0.1011434,2.18490386009216,2.79169988632202,-7.56122159957886,0.8989013,-0.1003733,0.02080722
"2.574 sec",0.01689298,0.1486153,1.898168,0.1009331,2.1861469745636,2.79346466064453,-7.56143569946289,0.8990064,-0.09689013,0.02298981
"2.575 sec",0.01689606,0.1485032,1.899567,0.1007233,2.18739056587219,2.79523038864136,-7.56164979934692,0.8991113,-0.09300222,0.02491214
"2.576 sec",0.01689887,0.1483895,1.90099,0.1005142,2.18863463401794,2.79699683189392,-7.5618634223938,0.8992159,-0.08876695,0.0265968
"2.577 sec",0.0169014,0.148274,1.902437,0.1003059,2.1898787021637,2.7987642288208,-7.56207656860352,0.89932,-0.08423655,0.02806465
"2.578 sec",0.01690367,0.1481571,1.903904,0.1000986,2.19112324714661,2.80053234100342,-7.56228923797607,0.8994237,-0.07945838,0.02933497
"2.579 sec",0.01690725,0.1480525,1.905217,0.09989226,2.19236826896667,2.80230140686035,-7.56250190734863,0.8995268,-0.07447543,0.03042552
"2.58 sec",0.01691052,0.1479463,1.906553,0.0996871,2.19361329078674,2.80407094955444,-7.56271409988403,0.8996294,-0.0693266,0.0313527
"2.581 sec",0.01691352,0.1478385,1.907911,0.09948289,2.19485831260681,2.80584120750427,-7.56292581558228,0.8997315,-0.064047,0.0321316
"2.582 sec",0.01691775,0.1477425,1.909119,0.09927988,2.19610381126404,2.80761218070984,-7.56313753128052,0.899833,-0.05866833,0.03277615
"2.583 sec",0.01692162,0.1476441,1.91036,0.09907794,2.19734930992126,2.80938386917114,-7.5633487701416,0.899934,-0.05321907,0.03329914
"2.584 sec",0.01692667,0.1475569,1.911458,0.09887695,2.19859480857849,2.81115627288818,-7.56356000900269,0.9000345,-0.04772479,0.03371233
"2.585 sec",0.0169313,0.1474669,1.912595,0.09867692,2.19984030723572,2.8129289150238,-7.56377077102661,0.9001345,-0.0422084,0.03402655
"2.586 sec",0.016937,0.1473869,1.913603,0.09847784,2.20108580589294,2.81470227241516,-7.56398153305054,0.900234,-0.0366903,0.03425172
"2.587 sec",0.01694219,0.1473032,1.914661,0.09827971,2.20233130455017,2.81647610664368,-7.5641918182373,0.9003331,-0.03118867,0.03439697
"2.588 sec",0.0169469,0.1472161,1.915765,0.0980823,2.2035768032074,2.81825041770935,-7.56440162658691,0.9004318,-0.02571962,0.03447066
"2.589 sec",0.01695264,0.1471386,1.916745,0.09788573,2.20482206344604,2.8200249671936,-7.56461143493652,0.9005301,-0.02029739,0.03448046
"2.59 sec",0.01695788,0.1470573,1.917775,0.09768987,2.20606732368469,2.82179999351501,-7.56482076644897,0.900628,-0.01493449,0.03443339
"2.591 sec",0.01696408,0.146985,1.91869,0.09749472,2.20731234550476,2.823575258255,-7.56503009796143,0.9007256,-0.009641865,0.03433589
"2.592 sec",0.01697121,0.1469213,1.919495,0.09730017,2.20855712890625,2.82535076141357,-7.56523942947388,0.9008229,-0.004429009,0.03419381
"2.593 sec",0.01697769,0.1468524,1.920367,0.09710622,2.20980167388916,2.8271267414093,-7.56544828414917,0.9009199,0.0006959097,0.03401254
"2.594 sec",0.01698349,0.1467781,1.921311,0.09691286,2.21104598045349,2.82890272140503,-7.5656566619873,0.9010165,0.005725908,0.03379699
"2.595 sec",0.01699018,0.146712,1.922149,0.09671998,2.21229004859924,2.83067893981934,-7.56586503982544,0.901113,0.01065506,0.03355162
"2.596 sec",0.01699773,0.1466538,1.922886,0.09652758,2.21353363990784,2.83245515823364,-7.56607341766357,0.9012092,0.01547842,0.03328051
